30,7,-261,103
31,5,-256,211
28,7,-260,314
28,2,-257,417
25,6,-259,520
32,4,-259,623
30,3,-259,725
32,3,-261,828
33,2,-260,931
32,4,-257,1034
26,5,-257,1136
26,6,-259,1239
28,3,-257,1342
26,4,-259,1445
30,4,-260,1547
31,4,-261,1649
31,3,-260,1751
30,3,-263,1854
36,3,-258,1957
26,8,-259,2060
27,3,-259,2163
25,5,-258,2266
28,4,-257,2369
27,4,-260,2471
33,3,-260,2573
31,3,-262,2676
32,2,-262,2779
32,4,-259,2882
32,3,-258,2984
25,5,-257,3087
27,4,-255,3190
29,2,-257,3292
26,5,-258,3395
31,3,-258,3498
30,4,-261,3601
32,5,-259,3710
30,4,-261,3813
34,4,-258,3915
33,3,-260,4017
29,5,-257,4120
27,6,-259,4223
24,1,-254,4326
12,-3,-255,4429
32,-29,-243,4532
31,-30,-222,4635
46,-1,-258,4738
34,31,-279,4841
19,-6,-258,4944
49,25,-269,5047
57,48,-276,5150
22,-2,-241,5253
25,14,-261,5356
43,20,-272,5459
5,-20,-214,5561
54,-23,-231,5664
47,-7,-276,5767
14,3,-264,5870
34,-23,-265,5973
39,31,-252,6076
75,52,-285,6179
29,-15,-241,6282
23,12,-262,6385
48,19,-267,6488
7,5,-227,6591
73,-48,-227,6694
40,2,-273,6797
21,14,-259,6900
51,-26,-252,7005
40,7,-297,7112
50,22,-271,7215
15,2,-243,7318
23,28,-261,7421
46,1,-269,7524
6,-12,-210,7627
64,-28,-229,7730
19,19,-272,7833
18,5,-253,7936
22,-23,-253,8039
21,32,-263,8142
13,11,-264,8245
31,-15,-249,8348
30,5,-260,8451
38,19,-272,8554
7,-3,-231,8657
19,-32,-254,8760
38,1,-267,8863
28,14,-253,8966
10,-15,-249,9069
43,32,-287,9172
66,37,-278,9274
18,-6,-242,9377
39,-2,-256,9480
47,18,-276,9583
16,-3,-213,9686
63,-35,-225,9789
51,9,-264,9892
29,19,-270,9995
11,-1,-251,10098
32,35,-248,10201
64,60,-290,10304
25,-7,-243,10410
38,1,-263,10513
59,17,-272,10616
-10,5,-241,10719
6,-31,-254,10822
41,5,-271,10925
25,12,-258,11028
9,-10,-251,11131
-7,-6,-242,11234
68,36,-281,11337
22,-8,-242,11440
45,-6,-252,11543
49,14,-276,11646
11,-14,-217,11749
66,-32,-224,11852
41,2,-263,11955
32,15,-269,12058
15,-7,-243,12161
24,32,-245,12264
60,62,-291,12367
21,-22,-252,12470
16,-7,-250,12573
49,13,-267,12676
2,7,-254,12779
73,-62,-245,12882
23,13,-257,12985
28,9,-255,13088
7,-19,-249,13191
-41,-25,-251,13294
19,66,-298,13397
20,-14,-242,13503
32,-7,-248,13606
49,7,-277,13709
-7,5,-222,13812
60,-39,-225,13915
42,0,-262,14018
36,6,-265,14121
9,-11,-251,14224
22,23,-239,14327
57,68,-291,14430
26,-27,-254,14533
19,-11,-250,14636
62,4,-266,14739
7,1,-249,14841
70,-56,-227,14944
22,9,-262,15047
41,24,-275,15150
15,-13,-242,15253
-27,-14,-251,15356
30,67,-298,15459
29,-21,-265,15562
38,-8,-253,15665
50,14,-286,15768
36,24,-254,15871
56,-72,-256,15974
9,-17,-273,16077
37,-1,-260,16180
8,-5,-250,16283
-72,-40,-243,16386
38,28,-294,16489
22,-16,-254,16597
15,-6,-258,16700
58,14,-264,16803
21,12,-247,16906
78,-59,-231,17009
15,9,-259,17112
33,21,-258,17215
7,-20,-247,17318
-4,-16,-243,17421
30,84,-286,17524
34,-13,-257,17627
31,-7,-248,17730
56,25,-275,17833
3,28,-266,17936
52,-77,-264,18039
40,2,-271,18142
42,11,-256,18245
19,-22,-234,18348
-36,-55,-248,18451
56,61,-286,18554
25,-25,-251,18657
22,-25,-255,18760
36,21,-271,18863
43,66,-286,18966
69,-65,-240,19068
21,6,-263,19171
25,28,-272,19276
34,-20,-248,19379
-9,-21,-225,19482
27,74,-278,19589
21,-10,-237,19692
30,-9,-251,19795
45,14,-270,19898
32,29,-261,20001
54,-72,-254,20104
33,5,-271,20207
33,14,-267,20310
17,-18,-248,20413
-37,-54,-255,20516
52,60,-285,20619
24,-20,-240,20722
15,-12,-248,20825
43,19,-279,20928
31,51,-264,21030
74,-47,-227,21133
21,11,-263,21236
39,16,-277,21339
10,-15,-246,21442
9,-6,-230,21545
31,83,-291,21648
23,-22,-254,21751
8,-18,-250,21854
51,14,-280,21957
1,19,-248,22060
73,-71,-258,22163
17,3,-263,22266
34,41,-276,22369
13,-18,-248,22472
-33,-50,-231,22575
30,57,-287,22681
32,-22,-244,22784
22,-6,-252,22887
47,13,-281,22990
0,66,-288,23093
59,-49,-220,23196
18,8,-265,23299
49,21,-271,23402
9,-15,-245,23505
1,3,-236,23608
43,76,-290,23711
33,-18,-250,23813
8,-13,-248,23916
45,25,-276,24019
-8,12,-251,24122
70,-67,-242,24225
9,2,-258,24328
43,33,-278,24431
26,-14,-256,24533
-43,-38,-245,24636
32,66,-282,24739
34,-19,-262,24842
11,-27,-244,24945
46,15,-281,25048
4,43,-268,25151
70,-70,-257,25253
24,-7,-255,25356
27,32,-286,25459
14,-20,-241,25562
-60,-90,-231,25665
36,80,-297,25781
15,-13,-239,25884
46,-10,-254,25987
50,11,-272,26090
33,27,-258,26193
50,-39,-232,26296
36,0,-257,26399
35,19,-262,26502
12,-20,-244,26605
-86,-83,-264,26708
39,85,-280,26811
28,-18,-265,26914
16,-13,-249,27017
